ZIP CODE,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
Out of State,0,0,1,4,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS #190524,Ambulatory Surgery
California Resident,68,59,58,66,MODOC MEDICAL CENTER #254005,Ambulatory Surgery
Out of State,1,0,2,1,MODOC MEDICAL CENTER #254005,Ambulatory Surgery
California Resident,22,35,21,21,MONROVIA MEMORIAL HOSPITAL #190541,Ambulatory Surgery
California Resident,193,213,247,280,MONTCLAIR HOSPITAL MEDICAL CENTER #361166,Ambulatory Surgery
Does Not Reside in US,11,3,9,0,MONTCLAIR HOSPITAL MEDICAL CENTER #361166,Ambulatory Surgery
Unknown,0,0,0,1,MONTCLAIR HOSPITAL MEDICAL CENTER #361166,Ambulatory Surgery
California Resident,583,611,528,525,MONTEREY PARK HOSPITAL #190547,Ambulatory Surgery
Out of State,1,0,0,0,MONTEREY PARK HOSPITAL #190547,Ambulatory Surgery
California Resident,50,27,21,24,MOUNTAINS COMMUNITY HOSPITAL #361266,Ambulatory Surgery
Out of State,0,0,0,1,MOUNTAINS COMMUNITY HOSPITAL #361266,Ambulatory Surgery
California Resident,775,770,772,747,NATIVIDAD MEDICAL CENTER #274043,Ambulatory Surgery
Out of State,1,2,2,0,NATIVIDAD MEDICAL CENTER #274043,Ambulatory Surgery
Does Not Reside in US,0,1,1,0,NATIVIDAD MEDICAL CENTER #274043,Ambulatory Surgery
California Resident,1140,1128,1126,1127,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
Out of State,3,3,5,4,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
Does Not Reside in US,1,0,0,0,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
Unknown,2,1,0,0,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
California Resident,351,343,333,363,NORTHERN INYO HOSPITAL #141273,Ambulatory Surgery
Out of State,14,13,15,10,NORTHERN INYO HOSPITAL #141273,Ambulatory Surgery
California Resident,747,816,794,893,NORTHRIDGE HOSPITAL MEDICAL CENTER #190568,Ambulatory Surgery
Out of State,2,3,4,5,NORTHRIDGE HOSPITAL MEDICAL CENTER #190568,Ambulatory Surgery
Blank/Invalid,2,3,0,5,NORTHRIDGE HOSPITAL MEDICAL CENTER #190568,Ambulatory Surgery
California Resident,130,145,161,116,NORWALK COMMUNITY HOSPITAL #190570,Ambulatory Surgery
California Resident,589,512,493,504,NOVATO COMMUNITY HOSPITAL #214034,Ambulatory Surgery
Out of State,3,1,2,4,NOVATO COMMUNITY HOSPITAL #214034,Ambulatory Surgery
Unknown,1,0,0,0,NOVATO COMMUNITY HOSPITAL #214034,Ambulatory Surgery
California Resident,2048,1532,1733,1869,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
Out of State,2,2,2,0,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
Blank/Invalid,0,0,0,1,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
California Resident,157,205,139,147,OAK VALLEY HOSPITAL DISTRICT #500967,Ambulatory Surgery
Does Not Reside in US,0,0,4,1,OAK VALLEY HOSPITAL DISTRICT #500967,Ambulatory Surgery
California Resident,378,258,280,259,ORANGE COUNTY GLOBAL MEDICAL CENTER #301566,Ambulatory Surgery
Out of State,0,1,1,1,ORANGE COUNTY GLOBAL MEDICAL CENTER #301566,Ambulatory Surgery
California Resident,1662,1654,1718,1922,OROVILLE HOSPITAL #040937,Ambulatory Surgery
Out of State,1,5,4,13,OROVILLE HOSPITAL #040937,Ambulatory Surgery
Blank/Invalid,0,0,0,4,OROVILLE HOSPITAL #040937,Ambulatory Surgery
California Resident,8,18,16,8,PACIFICA HOSPITAL OF THE VALLEY #190696,Ambulatory Surgery
California Resident,705,697,671,703,PALMDALE REGIONAL MEDICAL CENTER #196405,Ambulatory Surgery
Out of State,2,1,1,3,PALMDALE REGIONAL MEDICAL CENTER #196405,Ambulatory Surgery
California Resident,48,46,58,48,PALO VERDE HOSPITAL #331288,Ambulatory Surgery
Out of State,0,3,5,2,PALO VERDE HOSPITAL #331288,Ambulatory Surgery
California Resident,915,887,847,883,PALOMAR MEDICAL CENTER  #374382,Ambulatory Surgery
Out of State,4,1,4,3,PALOMAR MEDICAL CENTER  #374382,Ambulatory Surgery
California Resident,719,681,650,726,PALOMAR MEDICAL CENTER POWAY #370977,Ambulatory Surgery
Out of State,5,4,1,5,PALOMAR MEDICAL CENTER POWAY #370977,Ambulatory Surgery
California Resident,142,184,193,167,PARADISE VALLEY HOSPITAL #370759,Ambulatory Surgery
Out of State,0,0,1,0,PARADISE VALLEY HOSPITAL #370759,Ambulatory Surgery
California Resident,233,251,263,298,PATIENTS' HOSPITAL OF REDDING #454013,Ambulatory Surgery
Out of State,0,1,1,0,PATIENTS' HOSPITAL OF REDDING #454013,Ambulatory Surgery
California Resident,390,424,472,432,PDI SURGERY CENTER #494103,Ambulatory Surgery
California Resident,583,594,667,610,PETALUMA VALLEY HOSPITAL #491001,Ambulatory Surgery
Out of State,5,0,4,6,PETALUMA VALLEY HOSPITAL #491001,Ambulatory Surgery
California Resident,1465,1596,1833,1506,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Ambulatory Surgery
Out of State,16,7,8,11,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Ambulatory Surgery
Unknown,0,0,1,0,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Ambulatory Surgery
Blank/Invalid,1,2,2,0,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Ambulatory Surgery
California Resident,1713,1631,1611,1447,PIH HEALTH HOSPITAL - DOWNEY #190243,Ambulatory Surgery
Out of State,3,9,11,6,PIH HEALTH HOSPITAL - DOWNEY #190243,Ambulatory Surgery
Does Not Reside in US,0,0,1,0,PIH HEALTH HOSPITAL - DOWNEY #190243,Ambulatory Surgery
Unknown,0,1,0,0,PIH HEALTH HOSPITAL - DOWNEY #190243,Ambulatory Surgery
Blank/Invalid,2,2,0,0,PIH HEALTH HOSPITAL - DOWNEY #190243,Ambulatory Surgery
California Resident,6180,6378,6254,5487,PIH HEALTH WHITTIER HOSPITAL #190631,Ambulatory Surgery
Out of State,13,11,9,7,PIH HEALTH WHITTIER HOSPITAL #190631,Ambulatory Surgery
Unknown,4,10,5,2,PIH HEALTH WHITTIER HOSPITAL #190631,Ambulatory Surgery
Blank/Invalid,0,0,1,0,PIH HEALTH WHITTIER HOSPITAL #190631,Ambulatory Surgery
California Resident,961,877,740,708,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Ambulatory Surgery
Out of State,3,2,2,1,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Ambulatory Surgery
Does Not Reside in US,3,3,4,2,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Ambulatory Surgery
Unknown,1,1,0,0,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Ambulatory Surgery
California Resident,136,170,132,172,PLUMAS DISTRICT HOSPITAL #320986,Ambulatory Surgery
Out of State,1,1,5,0,PLUMAS DISTRICT HOSPITAL #320986,Ambulatory Surgery
California Resident,2530,2718,2570,2512,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Ambulatory Surgery
Out of State,6,11,6,7,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Ambulatory Surgery
Blank/Invalid,3,2,1,1,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Ambulatory Surgery
California Resident,2021,2090,2051,2046,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Ambulatory Surgery
Out of State,0,1,0,0,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Ambulatory Surgery
California Resident,1573,1421,1523,1459,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Ambulatory Surgery
Out of State,5,17,10,19,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Ambulatory Surgery
Does Not Reside in US,0,0,0,1,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Ambulatory Surgery
California Resident,2144,2295,2320,2226,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Ambulatory Surgery
Out of State,7,1,2,3,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Ambulatory Surgery
Unknown,0,0,1,1,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Ambulatory Surgery
California Resident,488,550,361,480,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Ambulatory Surgery
Out of State,1,2,1,1,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Ambulatory Surgery
Unknown,0,2,0,0,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Ambulatory Surgery
California Resident,2836,2796,2804,2879,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Ambulatory Surgery
Out of State,7,8,26,8,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Ambulatory Surgery
Unknown,0,0,1,1,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Ambulatory Surgery
California Resident,2616,4915,5001,4806,PROVIDENCE MISSION HOSPITAL #301262,Ambulatory Surgery
Out of State,41,38,49,38,PROVIDENCE MISSION HOSPITAL #301262,Ambulatory Surgery
Does Not Reside in US,1,0,1,1,PROVIDENCE MISSION HOSPITAL #301262,Ambulatory Surgery
Unknown,0,1,3,4,PROVIDENCE MISSION HOSPITAL #301262,Ambulatory Surgery
Blank/Invalid,1,0,0,0,PROVIDENCE MISSION HOSPITAL #301262,Ambulatory Surgery
California Resident,376,338,327,315,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Ambulatory Surgery
Out of State,5,4,4,4,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Ambulatory Surgery
California Resident,1801,1863,1845,1797,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Ambulatory Surgery
Out of State,10,4,7,5,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Ambulatory Surgery
Does Not Reside in US,0,0,1,0,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Ambulatory Surgery
Unknown,0,1,0,0,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Ambulatory Surgery
California Resident,435,463,414,532,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Ambulatory Surgery
Out of State,0,3,0,0,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Ambulatory Surgery
California Resident,2460,2614,2712,2568,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Ambulatory Surgery
Out of State,7,17,11,12,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Ambulatory Surgery
Does Not Reside in US,0,0,1,0,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Ambulatory Surgery
Unknown,4,0,0,1,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Ambulatory Surgery
California Resident,3602,3555,3589,3391,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Ambulatory Surgery
Out of State,7,16,15,7,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Ambulatory Surgery
Unknown,0,2,0,1,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Ambulatory Surgery
Blank/Invalid,0,0,1,0,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Ambulatory Surgery
California Resident,2929,2928,2911,2747,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Ambulatory Surgery
Out of State,17,14,10,14,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Ambulatory Surgery
Does Not Reside in US,0,1,0,0,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Ambulatory Surgery
California Resident,2409,2221,2366,2627,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Ambulatory Surgery
Out of State,10,4,18,14,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Ambulatory Surgery
California Resident,2940,7580,7641,7007,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Ambulatory Surgery
Out of State,11,17,26,16,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Ambulatory Surgery
Unknown,3,0,0,1,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Ambulatory Surgery
Blank/Invalid,0,0,0,1,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Ambulatory Surgery
California Resident,1782,1856,1840,1583,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Ambulatory Surgery
Out of State,5,1,5,2,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Ambulatory Surgery
California Resident,4231,4591,4627,4599,RADY CHILDREN'S HOSPITAL - SAN DIEGO #370673,Ambulatory Surgery
Out of State,27,34,38,36,RADY CHILDREN'S HOSPITAL - SAN DIEGO #370673,Ambulatory Surgery
Does Not Reside in US,6,4,7,6,RADY CHILDREN'S HOSPITAL - SAN DIEGO #370673,Ambulatory Surgery
Unknown,1,1,1,1,RADY CHILDREN'S HOSPITAL - SAN DIEGO #370673,Ambulatory Surgery
Blank/Invalid,0,1,0,5,RADY CHILDREN'S HOSPITAL - SAN DIEGO #370673,Ambulatory Surgery
California Resident,1457,1432,1421,1492,REDLANDS COMMUNITY HOSPITAL #361308,Ambulatory Surgery
Out of State,3,2,1,3,REDLANDS COMMUNITY HOSPITAL #361308,Ambulatory Surgery
Unknown,0,1,0,0,REDLANDS COMMUNITY HOSPITAL #361308,Ambulatory Surgery
California Resident,702,616,630,718,REDLANDS DENTAL SURGERY CENTER #364122,Ambulatory Surgery
Out of State,0,0,0,1,REDLANDS DENTAL SURGERY CENTER #364122,Ambulatory Surgery
Blank/Invalid,1,0,0,0,REDLANDS DENTAL SURGERY CENTER #364122,Ambulatory Surgery
California Resident,453,485,260,202,REGIONAL MEDICAL CENTER OF SAN JOSE #430705,Ambulatory Surgery
Out of State,1,2,1,1,REGIONAL MEDICAL CENTER OF SAN JOSE #430705,Ambulatory Surgery
Blank/Invalid,1,0,1,0,REGIONAL MEDICAL CENTER OF SAN JOSE #430705,Ambulatory Surgery
California Resident,280,300,279,337,RIDGECREST REGIONAL HOSPITAL #150782,Ambulatory Surgery
Out of State,0,1,0,0,RIDGECREST REGIONAL HOSPITAL #150782,Ambulatory Surgery
California Resident,10,7,2,19,RIDGECREST REGIONAL HOSPITAL AMBULATORY SURGERY CENTER #150798,Ambulatory Surgery
California Resident,2222,2101,2089,2125,RIVERSIDE COMMUNITY HOSPITAL #331312,Ambulatory Surgery
Out of State,10,8,4,8,RIVERSIDE COMMUNITY HOSPITAL #331312,Ambulatory Surgery
Unknown,1,0,0,1,RIVERSIDE COMMUNITY HOSPITAL #331312,Ambulatory Surgery
California Resident,2906,2745,2792,2632,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER #334487,Ambulatory Surgery
Out of State,2,1,0,2,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER #334487,Ambulatory Surgery
Does Not Reside in US,0,0,1,0,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER #334487,Ambulatory Surgery
Unknown,1,0,2,1,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER #334487,Ambulatory Surgery
California Resident,9199,9646,9657,9304,RONALD REAGAN UCLA MEDICAL CENTER #190796,Ambulatory Surgery
Out of State,295,309,317,313,RONALD REAGAN UCLA MEDICAL CENTER #190796,Ambulatory Surgery
Does Not Reside in US,2,5,3,2,RONALD REAGAN UCLA MEDICAL CENTER #190796,Ambulatory Surgery
Unknown,2,3,2,1,RONALD REAGAN UCLA MEDICAL CENTER #190796,Ambulatory Surgery
Blank/Invalid,0,0,1,0,RONALD REAGAN UCLA MEDICAL CENTER #190796,Ambulatory Surgery
California Resident,2402,2577,2463,2485,SAINT JOHN'S HEALTH CENTER #190756,Ambulatory Surgery
Out of State,55,57,47,67,SAINT JOHN'S HEALTH CENTER #190756,Ambulatory Surgery
Does Not Reside in US,0,1,2,1,SAINT JOHN'S HEALTH CENTER #190756,Ambulatory Surgery
California Resident,574,574,659,575,SALIDA SURGERY CENTER #504055,Ambulatory Surgery
California Resident,651,748,719,774,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Ambulatory Surgery
Out of State,1,0,1,1,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Ambulatory Surgery
California Resident,2006,1996,2102,2047,SAN ANTONIO REGIONAL HOSPITAL #361318,Ambulatory Surgery
Out of State,7,8,6,11,SAN ANTONIO REGIONAL HOSPITAL #361318,Ambulatory Surgery
Blank/Invalid,1,2,0,4,SAN ANTONIO REGIONAL HOSPITAL #361318,Ambulatory Surgery
California Resident,398,381,488,400,SAN DIMAS COMMUNITY HOSPITAL #190673,Ambulatory Surgery
Out of State,0,0,2,0,SAN DIMAS COMMUNITY HOSPITAL #190673,Ambulatory Surgery
Does Not Reside in US,0,1,3,0,SAN DIMAS COMMUNITY HOSPITAL #190673,Ambulatory Surgery
Unknown,0,0,0,1,SAN DIMAS COMMUNITY HOSPITAL #190673,Ambulatory Surgery
California Resident,496,491,485,484,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Ambulatory Surgery
Out of State,0,2,0,0,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Ambulatory Surgery
California Resident,339,313,280,224,SAN GORGONIO MEMORIAL HOSPITAL #331326,Ambulatory Surgery
California Resident,1103,1165,1260,1192,SAN JOAQUIN GENERAL HOSPITAL #391010,Ambulatory Surgery
Out of State,0,0,0,1,SAN JOAQUIN GENERAL HOSPITAL #391010,Ambulatory Surgery
California Resident,193,204,161,146,SAN JOSE DENTAL SURGERY CENTER #434201,Ambulatory Surgery
California Resident,899,846,888,580,SAN MATEO MEDICAL CENTER #410782,Ambulatory Surgery
Out of State,0,1,0,0,SAN MATEO MEDICAL CENTER #410782,Ambulatory Surgery
Unknown,1,0,2,0,SAN MATEO MEDICAL CENTER #410782,Ambulatory Surgery
Blank/Invalid,1,0,1,0,SAN MATEO MEDICAL CENTER #410782,Ambulatory Surgery
California Resident,1118,1104,1055,1142,SAN RAMON REGIONAL MEDICAL CENTER #074017,Ambulatory Surgery
Out of State,6,6,6,3,SAN RAMON REGIONAL MEDICAL CENTER #074017,Ambulatory Surgery
Blank/Invalid,0,0,1,1,SAN RAMON REGIONAL MEDICAL CENTER #074017,Ambulatory Surgery
California Resident,2636,2798,2747,2609,SANTA BARBARA COTTAGE HOSPITAL #420514,Ambulatory Surgery
Out of State,19,24,20,18,SANTA BARBARA COTTAGE HOSPITAL #420514,Ambulatory Surgery
Unknown,3,4,2,2,SANTA BARBARA COTTAGE HOSPITAL #420514,Ambulatory Surgery
Blank/Invalid,1,0,2,0,SANTA BARBARA COTTAGE HOSPITAL #420514,Ambulatory Surgery
California Resident,5506,6223,7441,6214,SANTA CLARA VALLEY MEDICAL CENTER #430883,Ambulatory Surgery
Out of State,3,4,5,3,SANTA CLARA VALLEY MEDICAL CENTER #430883,Ambulatory Surgery
California Resident,5812,6294,6829,6510,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL #190687,Ambulatory Surgery
Out of State,82,136,114,124,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL #190687,Ambulatory Surgery
Does Not Reside in US,0,0,1,1,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL #190687,Ambulatory Surgery
Unknown,0,0,1,0,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL #190687,Ambulatory Surgery
California Resident,165,191,174,146,SANTA YNEZ VALLEY COTTAGE HOSPITAL #420522,Ambulatory Surgery
Out of State,0,0,1,1,SANTA YNEZ VALLEY COTTAGE HOSPITAL #420522,Ambulatory Surgery
California Resident,4762,4672,4594,4867,SCRIPPS GREEN HOSPITAL #371256,Ambulatory Surgery
Out of State,92,58,65,76,SCRIPPS GREEN HOSPITAL #371256,Ambulatory Surgery
Does Not Reside in US,2,2,1,1,SCRIPPS GREEN HOSPITAL #371256,Ambulatory Surgery
Unknown,0,2,0,0,SCRIPPS GREEN HOSPITAL #371256,Ambulatory Surgery
Blank/Invalid,1,0,0,0,SCRIPPS GREEN HOSPITAL #371256,Ambulatory Surgery
California Resident,1581,1641,1451,1312,SCRIPPS HEALTH ASC JEFFERSON #370642,Ambulatory Surgery
Out of State,8,13,14,7,SCRIPPS HEALTH ASC JEFFERSON #370642,Ambulatory Surgery
Blank/Invalid,0,0,0,1,SCRIPPS HEALTH ASC JEFFERSON #370642,Ambulatory Surgery
California Resident,1653,1727,1643,1657,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS #371394,Ambulatory Surgery
Out of State,12,18,15,13,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS #371394,Ambulatory Surgery
Does Not Reside in US,0,1,0,0,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS #371394,Ambulatory Surgery
Unknown,0,0,1,1,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS #371394,Ambulatory Surgery
California Resident,5263,5372,5334,5224,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA #370771,Ambulatory Surgery
Out of State,75,80,84,84,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA #370771,Ambulatory Surgery
Does Not Reside in US,1,1,0,1,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA #370771,Ambulatory Surgery
Unknown,1,0,0,1,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA #370771,Ambulatory Surgery
California Resident,2974,2822,2964,3014,SCRIPPS MERCY HOSPITAL #370744,Ambulatory Surgery
Out of State,11,19,8,15,SCRIPPS MERCY HOSPITAL #370744,Ambulatory Surgery
Does Not Reside in US,0,1,0,0,SCRIPPS MERCY HOSPITAL #370744,Ambulatory Surgery
Unknown,3,6,2,5,SCRIPPS MERCY HOSPITAL #370744,Ambulatory Surgery
California Resident,33,40,56,44,SENECA DISTRICT HOSPITAL #321016,Ambulatory Surgery
Out of State,0,0,1,0,SENECA DISTRICT HOSPITAL #321016,Ambulatory Surgery
California Resident,1594,1634,1635,1714,SEQUOIA HOSPITAL #410891,Ambulatory Surgery
Out of State,21,20,17,15,SEQUOIA HOSPITAL #410891,Ambulatory Surgery
Blank/Invalid,2,1,0,0,SEQUOIA HOSPITAL #410891,Ambulatory Surgery
California Resident,1662,1747,1794,1610,SHARP CHULA VISTA MEDICAL CENTER #370875,Ambulatory Surgery
Out of State,7,5,1,5,SHARP CHULA VISTA MEDICAL CENTER #370875,Ambulatory Surgery
California Resident,871,707,744,767,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER #370689,Ambulatory Surgery
Out of State,4,0,6,9,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER #370689,Ambulatory Surgery
California Resident,603,768,766,781,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS #370695,Ambulatory Surgery
Out of State,5,1,3,2,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS #370695,Ambulatory Surgery
Unknown,2,0,0,0,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS #370695,Ambulatory Surgery
California Resident,4686,4278,4534,4930,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Out of State,36,18,22,37,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Does Not Reside in US,0,0,1,0,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Blank/Invalid,4,0,1,0,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
California Resident,983,759,783,659,SHASTA REGIONAL MEDICAL CENTER #450940,Ambulatory Surgery
Out of State,3,1,2,0,SHASTA REGIONAL MEDICAL CENTER #450940,Ambulatory Surgery
Unknown,1,1,1,0,SHASTA REGIONAL MEDICAL CENTER #450940,Ambulatory Surgery
California Resident,27,32,22,27,SHERMAN OAKS HOSPITAL  #190708,Ambulatory Surgery
Out of State,0,0,0,1,SHERMAN OAKS HOSPITAL  #190708,Ambulatory Surgery
California Resident,117,162,158,153,SHRINERS FOR CHILDREN AMBULATORY SURGICAL CENTER #197915,Ambulatory Surgery
Out of State,12,22,13,25,SHRINERS FOR CHILDREN AMBULATORY SURGICAL CENTER #197915,Ambulatory Surgery
Does Not Reside in US,34,36,43,22,SHRINERS FOR CHILDREN AMBULATORY SURGICAL CENTER #197915,Ambulatory Surgery
Blank/Invalid,2,0,0,1,SHRINERS FOR CHILDREN AMBULATORY SURGICAL CENTER #197915,Ambulatory Surgery
California Resident,260,274,324,335,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF. #344114,Ambulatory Surgery
Out of State,24,19,27,24,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF. #344114,Ambulatory Surgery
Does Not Reside in US,0,17,8,14,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF. #344114,Ambulatory Surgery
Blank/Invalid,1,0,0,0,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF. #344114,Ambulatory Surgery
California Resident,240,239,231,247,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Ambulatory Surgery
Out of State,2,1,3,1,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Ambulatory Surgery
Unknown,0,0,0,1,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Ambulatory Surgery
California Resident,1138,1244,1215,1150,SIERRA VIEW MEDICAL CENTER #540798,Ambulatory Surgery
Out of State,1,0,0,1,SIERRA VIEW MEDICAL CENTER #540798,Ambulatory Surgery
Unknown,0,1,0,0,SIERRA VIEW MEDICAL CENTER #540798,Ambulatory Surgery
California Resident,371,338,343,384,SONOMA VALLEY HOSPITAL #491076,Ambulatory Surgery
Out of State,0,2,0,3,SONOMA VALLEY HOSPITAL #491076,Ambulatory Surgery
California Resident,254,231,194,244,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Ambulatory Surgery
California Resident,647,734,637,679,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Ambulatory Surgery
Out of State,0,0,0,2,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Ambulatory Surgery
Does Not Reside in US,1,0,1,3,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Ambulatory Surgery
Blank/Invalid,1,0,0,3,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Ambulatory Surgery
California Resident,28,27,20,13,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD #190380,Ambulatory Surgery
California Resident,858,938,871,922,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Ambulatory Surgery
Out of State,3,2,6,1,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Ambulatory Surgery
California Resident,5221,5581,5381,5401,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Out of State,4,7,4,13,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
California Resident,1099,1178,1154,1046,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
Out of State,0,0,4,2,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
Unknown,1,0,0,1,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
Blank/Invalid,5,5,5,0,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
