ZIP CODE,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
California Resident,28125,29085,29772,30009,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION #370730,Emergency Department
Out of State,147,176,176,194,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION #370730,Emergency Department
Does Not Reside in US,0,0,1,1,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION #370730,Emergency Department
Unknown,81,81,114,99,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION #370730,Emergency Department
Blank/Invalid,6,3,4,5,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION #370730,Emergency Department
California Resident,7941,8012,8021,8170,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO #380857,Emergency Department
Out of State,53,68,70,47,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO #380857,Emergency Department
Does Not Reside in US,0,0,0,2,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO #380857,Emergency Department
Unknown,30,26,34,16,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO #380857,Emergency Department
Blank/Invalid,1,6,9,4,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO #380857,Emergency Department
California Resident,18115,19074,17416,17392,KAISER FOUNDATION HOSPITAL - SAN JOSE #431506,Emergency Department
Out of State,53,63,65,46,KAISER FOUNDATION HOSPITAL - SAN JOSE #431506,Emergency Department
Does Not Reside in US,0,0,1,0,KAISER FOUNDATION HOSPITAL - SAN JOSE #431506,Emergency Department
Unknown,48,25,37,50,KAISER FOUNDATION HOSPITAL - SAN JOSE #431506,Emergency Department
Blank/Invalid,6,6,8,3,KAISER FOUNDATION HOSPITAL - SAN JOSE #431506,Emergency Department
California Resident,18145,17801,16957,16892,KAISER FOUNDATION HOSPITAL - SAN LEANDRO #014337,Emergency Department
Out of State,45,40,45,41,KAISER FOUNDATION HOSPITAL - SAN LEANDRO #014337,Emergency Department
Unknown,32,34,25,61,KAISER FOUNDATION HOSPITAL - SAN LEANDRO #014337,Emergency Department
Blank/Invalid,5,13,3,5,KAISER FOUNDATION HOSPITAL - SAN LEANDRO #014337,Emergency Department
California Resident,10052,10745,11064,11419,KAISER FOUNDATION HOSPITAL - SAN MARCOS #370028,Emergency Department
Out of State,30,55,55,77,KAISER FOUNDATION HOSPITAL - SAN MARCOS #370028,Emergency Department
Does Not Reside in US,0,1,1,1,KAISER FOUNDATION HOSPITAL - SAN MARCOS #370028,Emergency Department
Unknown,14,17,23,5,KAISER FOUNDATION HOSPITAL - SAN MARCOS #370028,Emergency Department
Blank/Invalid,0,0,1,1,KAISER FOUNDATION HOSPITAL - SAN MARCOS #370028,Emergency Department
California Resident,7245,7644,7195,6934,KAISER FOUNDATION HOSPITAL - SAN RAFAEL #210992,Emergency Department
Out of State,25,28,42,38,KAISER FOUNDATION HOSPITAL - SAN RAFAEL #210992,Emergency Department
Does Not Reside in US,1,0,0,0,KAISER FOUNDATION HOSPITAL - SAN RAFAEL #210992,Emergency Department
Unknown,7,10,4,3,KAISER FOUNDATION HOSPITAL - SAN RAFAEL #210992,Emergency Department
Blank/Invalid,7,6,5,4,KAISER FOUNDATION HOSPITAL - SAN RAFAEL #210992,Emergency Department
California Resident,16844,17936,17394,17261,KAISER FOUNDATION HOSPITAL - SANTA CLARA #434153,Emergency Department
Out of State,79,89,95,105,KAISER FOUNDATION HOSPITAL - SANTA CLARA #434153,Emergency Department
Does Not Reside in US,0,1,4,2,KAISER FOUNDATION HOSPITAL - SANTA CLARA #434153,Emergency Department
Unknown,20,18,13,17,KAISER FOUNDATION HOSPITAL - SANTA CLARA #434153,Emergency Department
Blank/Invalid,5,6,6,4,KAISER FOUNDATION HOSPITAL - SANTA CLARA #434153,Emergency Department
California Resident,14882,15890,14893,13984,KAISER FOUNDATION HOSPITAL - SANTA ROSA #494019,Emergency Department
Out of State,54,40,44,44,KAISER FOUNDATION HOSPITAL - SANTA ROSA #494019,Emergency Department
Unknown,55,44,42,25,KAISER FOUNDATION HOSPITAL - SANTA ROSA #494019,Emergency Department
Blank/Invalid,4,8,7,8,KAISER FOUNDATION HOSPITAL - SANTA ROSA #494019,Emergency Department
California Resident,15924,15922,15607,15763,KAISER FOUNDATION HOSPITAL - SOUTH BAY #190431,Emergency Department
Out of State,37,53,61,49,KAISER FOUNDATION HOSPITAL - SOUTH BAY #190431,Emergency Department
Does Not Reside in US,2,1,1,0,KAISER FOUNDATION HOSPITAL - SOUTH BAY #190431,Emergency Department
Unknown,276,284,293,315,KAISER FOUNDATION HOSPITAL - SOUTH BAY #190431,Emergency Department
Blank/Invalid,5,0,3,1,KAISER FOUNDATION HOSPITAL - SOUTH BAY #190431,Emergency Department
California Resident,26273,28030,27516,27529,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO #342344,Emergency Department
Out of State,70,93,88,103,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO #342344,Emergency Department
Does Not Reside in US,0,0,2,1,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO #342344,Emergency Department
Unknown,199,172,222,243,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO #342344,Emergency Department
Blank/Invalid,9,9,11,1,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO #342344,Emergency Department
California Resident,11654,11729,11232,11654,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO #410806,Emergency Department
Out of State,67,66,81,90,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO #410806,Emergency Department
Does Not Reside in US,2,4,6,5,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO #410806,Emergency Department
Unknown,38,44,70,43,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO #410806,Emergency Department
Blank/Invalid,3,7,4,9,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO #410806,Emergency Department
California Resident,13461,14420,12972,12918,KAISER FOUNDATION HOSPITAL - VACAVILLE #484044,Emergency Department
Out of State,34,47,50,49,KAISER FOUNDATION HOSPITAL - VACAVILLE #484044,Emergency Department
Does Not Reside in US,0,1,0,0,KAISER FOUNDATION HOSPITAL - VACAVILLE #484044,Emergency Department
Unknown,7,7,10,10,KAISER FOUNDATION HOSPITAL - VACAVILLE #484044,Emergency Department
Blank/Invalid,7,3,6,7,KAISER FOUNDATION HOSPITAL - VACAVILLE #484044,Emergency Department
California Resident,17598,18593,17120,16971,KAISER FOUNDATION HOSPITAL - WALNUT CREEK #070990,Emergency Department
Out of State,35,58,42,43,KAISER FOUNDATION HOSPITAL - WALNUT CREEK #070990,Emergency Department
Unknown,20,20,21,25,KAISER FOUNDATION HOSPITAL - WALNUT CREEK #070990,Emergency Department
Blank/Invalid,5,2,4,3,KAISER FOUNDATION HOSPITAL - WALNUT CREEK #070990,Emergency Department
California Resident,20816,21142,20949,21423,KAISER FOUNDATION HOSPITAL - WEST LA #190434,Emergency Department
Out of State,136,129,134,111,KAISER FOUNDATION HOSPITAL - WEST LA #190434,Emergency Department
Does Not Reside in US,1,0,1,3,KAISER FOUNDATION HOSPITAL - WEST LA #190434,Emergency Department
Unknown,383,316,292,245,KAISER FOUNDATION HOSPITAL - WEST LA #190434,Emergency Department
Blank/Invalid,5,3,6,1,KAISER FOUNDATION HOSPITAL - WEST LA #190434,Emergency Department
California Resident,10898,11076,10450,10687,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS #191450,Emergency Department
Out of State,79,79,70,88,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS #191450,Emergency Department
Unknown,42,43,47,50,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS #191450,Emergency Department
Blank/Invalid,3,3,1,0,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS #191450,Emergency Department
California Resident,18012,18516,18482,19592,KAWEAH HEALTH MEDICAL CENTER #540734,Emergency Department
Out of State,71,105,107,104,KAWEAH HEALTH MEDICAL CENTER #540734,Emergency Department
Does Not Reside in US,10,18,14,4,KAWEAH HEALTH MEDICAL CENTER #540734,Emergency Department
Blank/Invalid,1,0,0,0,KAWEAH HEALTH MEDICAL CENTER #540734,Emergency Department
California Resident,11553,12340,12266,11727,KERN MEDICAL CENTER #150736,Emergency Department
Out of State,36,53,51,55,KERN MEDICAL CENTER #150736,Emergency Department
Does Not Reside in US,0,0,0,1,KERN MEDICAL CENTER #150736,Emergency Department
Blank/Invalid,1,7,0,1,KERN MEDICAL CENTER #150736,Emergency Department
California Resident,1721,1868,1954,1818,KERN VALLEY HEALTHCARE DISTRICT #150737,Emergency Department
Out of State,16,27,27,15,KERN VALLEY HEALTHCARE DISTRICT #150737,Emergency Department
Does Not Reside in US,1,3,4,1,KERN VALLEY HEALTHCARE DISTRICT #150737,Emergency Department
Blank/Invalid,1,1,0,0,KERN VALLEY HEALTHCARE DISTRICT #150737,Emergency Department
California Resident,2972,2952,3026,3299,LA PALMA INTERCOMMUNITY HOSPITAL #301234,Emergency Department
Out of State,40,43,53,45,LA PALMA INTERCOMMUNITY HOSPITAL #301234,Emergency Department
Does Not Reside in US,7,3,4,0,LA PALMA INTERCOMMUNITY HOSPITAL #301234,Emergency Department
Unknown,22,20,52,24,LA PALMA INTERCOMMUNITY HOSPITAL #301234,Emergency Department
Blank/Invalid,0,0,0,1,LA PALMA INTERCOMMUNITY HOSPITAL #301234,Emergency Department
California Resident,18271,18912,18287,18613,LAC/HARBOR-UCLA MEDICAL CENTER #191227,Emergency Department
Out of State,69,95,95,69,LAC/HARBOR-UCLA MEDICAL CENTER #191227,Emergency Department
Does Not Reside in US,3,7,9,2,LAC/HARBOR-UCLA MEDICAL CENTER #191227,Emergency Department
Unknown,892,811,836,842,LAC/HARBOR-UCLA MEDICAL CENTER #191227,Emergency Department
Blank/Invalid,79,69,86,81,LAC/HARBOR-UCLA MEDICAL CENTER #191227,Emergency Department
California Resident,9264,8622,8235,10194,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL #364502,Emergency Department
Out of State,33,35,40,45,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL #364502,Emergency Department
Does Not Reside in US,1,0,0,0,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL #364502,Emergency Department
Unknown,3,2,2,14,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL #364502,Emergency Department
California Resident,10889,10247,9726,10237,LOMA LINDA UNIVERSITY MEDICAL CENTER #361246,Emergency Department
Out of State,104,97,90,94,LOMA LINDA UNIVERSITY MEDICAL CENTER #361246,Emergency Department
Unknown,1,6,2,6,LOMA LINDA UNIVERSITY MEDICAL CENTER #361246,Emergency Department
Blank/Invalid,1,1,2,1,LOMA LINDA UNIVERSITY MEDICAL CENTER #361246,Emergency Department
California Resident,11254,10507,11267,11784,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA #334589,Emergency Department
Out of State,111,90,91,135,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA #334589,Emergency Department
Does Not Reside in US,0,0,1,0,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA #334589,Emergency Department
Unknown,2,4,4,6,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA #334589,Emergency Department
California Resident,5067,5234,5095,5403,LOMPOC VALLEY MEDICAL CENTER #420491,Emergency Department
Out of State,50,52,57,37,LOMPOC VALLEY MEDICAL CENTER #420491,Emergency Department
Does Not Reside in US,1,3,0,0,LOMPOC VALLEY MEDICAL CENTER #420491,Emergency Department
Unknown,2,0,0,0,LOMPOC VALLEY MEDICAL CENTER #420491,Emergency Department
California Resident,749,839,925,888,LOS ANGELES COMMUNITY HOSPITAL #190198,Emergency Department
Out of State,6,10,8,10,LOS ANGELES COMMUNITY HOSPITAL #190198,Emergency Department
Does Not Reside in US,4,3,2,1,LOS ANGELES COMMUNITY HOSPITAL #190198,Emergency Department
Unknown,25,20,24,44,LOS ANGELES COMMUNITY HOSPITAL #190198,Emergency Department
Blank/Invalid,3,7,2,3,LOS ANGELES COMMUNITY HOSPITAL #190198,Emergency Department
California Resident,13706,14382,13559,13596,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER #191231,Emergency Department
Out of State,22,40,43,29,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER #191231,Emergency Department
Does Not Reside in US,2,2,4,1,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER #191231,Emergency Department
Unknown,719,729,625,696,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER #191231,Emergency Department
Blank/Invalid,1,0,0,0,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER #191231,Emergency Department
California Resident,23938,23505,24137,24809,LOS ANGELES GENERAL MEDICAL CENTER #191228,Emergency Department
Out of State,115,123,132,125,LOS ANGELES GENERAL MEDICAL CENTER #191228,Emergency Department
Does Not Reside in US,6,9,11,5,LOS ANGELES GENERAL MEDICAL CENTER #191228,Emergency Department
Unknown,2092,1913,1854,1948,LOS ANGELES GENERAL MEDICAL CENTER #191228,Emergency Department
Blank/Invalid,137,20,10,6,LOS ANGELES GENERAL MEDICAL CENTER #191228,Emergency Department
California Resident,9985,10053,10629,11100,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Emergency Department
Out of State,232,248,312,295,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Emergency Department
Does Not Reside in US,5,5,10,7,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Emergency Department
Unknown,7,1,4,22,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Emergency Department
Blank/Invalid,23,10,9,0,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Emergency Department
California Resident,2786,2897,2793,2598,MAD RIVER COMMUNITY HOSPITAL #121002,Emergency Department
Out of State,39,58,86,38,MAD RIVER COMMUNITY HOSPITAL #121002,Emergency Department
Does Not Reside in US,0,0,1,0,MAD RIVER COMMUNITY HOSPITAL #121002,Emergency Department
Blank/Invalid,15,18,12,13,MAD RIVER COMMUNITY HOSPITAL #121002,Emergency Department
California Resident,3048,1937,2346,1984,MAMMOTH HOSPITAL #260011,Emergency Department
Out of State,272,199,273,152,MAMMOTH HOSPITAL #260011,Emergency Department
Does Not Reside in US,59,63,76,26,MAMMOTH HOSPITAL #260011,Emergency Department
Unknown,18,8,23,7,MAMMOTH HOSPITAL #260011,Emergency Department
Blank/Invalid,20,7,12,7,MAMMOTH HOSPITAL #260011,Emergency Department
California Resident,12531,13711,13699,13151,MARIAN REGIONAL MEDICAL CENTER #420493,Emergency Department
Out of State,49,80,72,63,MARIAN REGIONAL MEDICAL CENTER #420493,Emergency Department
Does Not Reside in US,2,2,2,1,MARIAN REGIONAL MEDICAL CENTER #420493,Emergency Department
Unknown,156,116,93,139,MARIAN REGIONAL MEDICAL CENTER #420493,Emergency Department
Blank/Invalid,1,1,0,1,MARIAN REGIONAL MEDICAL CENTER #420493,Emergency Department
California Resident,6985,7953,7567,7444,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE #400466",Emergency Department
Out of State,70,83,102,89,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE #400466",Emergency Department
Does Not Reside in US,1,0,10,4,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE #400466",Emergency Department
Unknown,74,68,32,32,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE #400466",Emergency Department
Blank/Invalid,0,2,1,0,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE #400466",Emergency Department
California Resident,8406,9122,8638,8895,MARINHEALTH MEDICAL CENTER #211006,Emergency Department
Out of State,122,175,178,172,MARINHEALTH MEDICAL CENTER #211006,Emergency Department
Unknown,6,12,12,10,MARINHEALTH MEDICAL CENTER #211006,Emergency Department
Blank/Invalid,0,1,0,0,MARINHEALTH MEDICAL CENTER #211006,Emergency Department
California Resident,2618,2654,2572,2583,MARK TWAIN MEDICAL CENTER #050932,Emergency Department
Out of State,9,28,23,22,MARK TWAIN MEDICAL CENTER #050932,Emergency Department
Does Not Reside in US,0,0,1,1,MARK TWAIN MEDICAL CENTER #050932,Emergency Department
Unknown,3,2,0,0,MARK TWAIN MEDICAL CENTER #050932,Emergency Department
Blank/Invalid,4,5,3,7,MARK TWAIN MEDICAL CENTER #050932,Emergency Department
California Resident,6744,7114,7063,7692,MARSHALL MEDICAL CENTER #090933,Emergency Department
Out of State,50,86,78,72,MARSHALL MEDICAL CENTER #090933,Emergency Department
Does Not Reside in US,1,3,1,1,MARSHALL MEDICAL CENTER #090933,Emergency Department
Blank/Invalid,1,3,2,3,MARSHALL MEDICAL CENTER #090933,Emergency Department
California Resident,1007,1069,1052,1077,MAYERS MEMORIAL HOSPITAL #450936,Emergency Department
Out of State,16,33,32,25,MAYERS MEMORIAL HOSPITAL #450936,Emergency Department
Does Not Reside in US,0,0,4,0,MAYERS MEMORIAL HOSPITAL #450936,Emergency Department
Unknown,0,0,1,2,MAYERS MEMORIAL HOSPITAL #450936,Emergency Department
Blank/Invalid,0,0,0,2,MAYERS MEMORIAL HOSPITAL #450936,Emergency Department
California Resident,7109,7485,7205,7349,MEMORIAL HOSPITAL LOS BANOS #240924,Emergency Department
Out of State,34,52,46,42,MEMORIAL HOSPITAL LOS BANOS #240924,Emergency Department
Does Not Reside in US,1,7,4,1,MEMORIAL HOSPITAL LOS BANOS #240924,Emergency Department
Unknown,81,83,73,67,MEMORIAL HOSPITAL LOS BANOS #240924,Emergency Department
California Resident,7306,7506,7578,7542,MEMORIAL HOSPITAL OF GARDENA #190521,Emergency Department
Out of State,44,63,64,47,MEMORIAL HOSPITAL OF GARDENA #190521,Emergency Department
Does Not Reside in US,2,1,4,2,MEMORIAL HOSPITAL OF GARDENA #190521,Emergency Department
Unknown,345,352,270,341,MEMORIAL HOSPITAL OF GARDENA #190521,Emergency Department
Blank/Invalid,0,1,0,0,MEMORIAL HOSPITAL OF GARDENA #190521,Emergency Department
California Resident,18273,18266,17716,17612,MEMORIAL MEDICAL CENTER - MODESTO #500939,Emergency Department
Out of State,73,90,99,110,MEMORIAL MEDICAL CENTER - MODESTO #500939,Emergency Department
Does Not Reside in US,6,7,6,1,MEMORIAL MEDICAL CENTER - MODESTO #500939,Emergency Department
Unknown,135,166,260,188,MEMORIAL MEDICAL CENTER - MODESTO #500939,Emergency Department
Blank/Invalid,0,1,1,0,MEMORIAL MEDICAL CENTER - MODESTO #500939,Emergency Department
California Resident,16334,17358,17517,18444,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Emergency Department
Out of State,102,135,151,119,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Emergency Department
Does Not Reside in US,4,4,6,8,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Emergency Department
Unknown,2,5,1,1,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Emergency Department
Blank/Invalid,0,2,3,1,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Emergency Department
California Resident,7772,8535,8809,8759,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Emergency Department
Out of State,182,202,227,187,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Emergency Department
Does Not Reside in US,10,2,10,10,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Emergency Department
Unknown,1,0,4,2,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Emergency Department
California Resident,6990,7185,7336,7413,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Emergency Department
Out of State,123,125,121,130,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Emergency Department
Does Not Reside in US,1,2,1,1,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Emergency Department
Unknown,1,2,4,0,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Emergency Department
California Resident,3901,4265,4278,4230,MENIFEE GLOBAL MEDICAL CENTER #334018,Emergency Department
Out of State,49,41,45,32,MENIFEE GLOBAL MEDICAL CENTER #334018,Emergency Department
Unknown,10,8,11,18,MENIFEE GLOBAL MEDICAL CENTER #334018,Emergency Department
Blank/Invalid,57,39,57,42,MENIFEE GLOBAL MEDICAL CENTER #334018,Emergency Department
California Resident,8502,8692,8644,8334,MERCY GENERAL HOSPITAL #340947,Emergency Department
Out of State,92,106,86,74,MERCY GENERAL HOSPITAL #340947,Emergency Department
Does Not Reside in US,2,7,1,0,MERCY GENERAL HOSPITAL #340947,Emergency Department
Unknown,100,116,139,89,MERCY GENERAL HOSPITAL #340947,Emergency Department
Blank/Invalid,13,22,34,0,MERCY GENERAL HOSPITAL #340947,Emergency Department
California Resident,16785,18206,18523,18268,MERCY HOSPITAL - BAKERSFIELD #150761,Emergency Department
Out of State,112,99,126,140,MERCY HOSPITAL - BAKERSFIELD #150761,Emergency Department
Does Not Reside in US,1,2,3,0,MERCY HOSPITAL - BAKERSFIELD #150761,Emergency Department
Unknown,139,149,74,87,MERCY HOSPITAL - BAKERSFIELD #150761,Emergency Department
Blank/Invalid,97,2,0,27,MERCY HOSPITAL - BAKERSFIELD #150761,Emergency Department
California Resident,10729,11370,11044,10787,MERCY HOSPITAL OF FOLSOM #344029,Emergency Department
Out of State,111,139,148,127,MERCY HOSPITAL OF FOLSOM #344029,Emergency Department
Does Not Reside in US,1,1,7,3,MERCY HOSPITAL OF FOLSOM #344029,Emergency Department
Unknown,71,41,55,46,MERCY HOSPITAL OF FOLSOM #344029,Emergency Department
Blank/Invalid,11,0,2,2,MERCY HOSPITAL OF FOLSOM #344029,Emergency Department
California Resident,15247,16106,15337,14758,MERCY MEDICAL CENTER - MERCED #240942,Emergency Department
Out of State,46,84,60,90,MERCY MEDICAL CENTER - MERCED #240942,Emergency Department
Does Not Reside in US,0,1,1,0,MERCY MEDICAL CENTER - MERCED #240942,Emergency Department
Unknown,47,200,238,141,MERCY MEDICAL CENTER - MERCED #240942,Emergency Department
Blank/Invalid,153,19,26,31,MERCY MEDICAL CENTER - MERCED #240942,Emergency Department
California Resident,11408,11160,11523,10875,MERCY MEDICAL CENTER - REDDING #450949,Emergency Department
Out of State,123,172,165,112,MERCY MEDICAL CENTER - REDDING #450949,Emergency Department
Does Not Reside in US,6,2,4,1,MERCY MEDICAL CENTER - REDDING #450949,Emergency Department
Unknown,13,61,64,138,MERCY MEDICAL CENTER - REDDING #450949,Emergency Department
Blank/Invalid,0,86,2,4,MERCY MEDICAL CENTER - REDDING #450949,Emergency Department
California Resident,2326,2415,2463,2186,MERCY MEDICAL CENTER MT. SHASTA #470871,Emergency Department
Out of State,66,107,157,69,MERCY MEDICAL CENTER MT. SHASTA #470871,Emergency Department
Does Not Reside in US,1,5,1,1,MERCY MEDICAL CENTER MT. SHASTA #470871,Emergency Department
Unknown,11,18,17,38,MERCY MEDICAL CENTER MT. SHASTA #470871,Emergency Department
Blank/Invalid,31,0,13,4,MERCY MEDICAL CENTER MT. SHASTA #470871,Emergency Department
California Resident,14394,15551,15492,15218,MERCY SAN JUAN MEDICAL CENTER #340950,Emergency Department
Out of State,100,91,131,107,MERCY SAN JUAN MEDICAL CENTER #340950,Emergency Department
Does Not Reside in US,0,3,1,0,MERCY SAN JUAN MEDICAL CENTER #340950,Emergency Department
Unknown,161,146,183,138,MERCY SAN JUAN MEDICAL CENTER #340950,Emergency Department
Blank/Invalid,27,34,32,4,MERCY SAN JUAN MEDICAL CENTER #340950,Emergency Department
California Resident,12917,13943,13580,13045,METHODIST HOSPITAL OF SACRAMENTO #340951,Emergency Department
Out of State,52,72,80,82,METHODIST HOSPITAL OF SACRAMENTO #340951,Emergency Department
Does Not Reside in US,1,4,2,1,METHODIST HOSPITAL OF SACRAMENTO #340951,Emergency Department
Unknown,80,66,52,76,METHODIST HOSPITAL OF SACRAMENTO #340951,Emergency Department
Blank/Invalid,6,9,21,6,METHODIST HOSPITAL OF SACRAMENTO #340951,Emergency Department
California Resident,10281,9950,9871,10171,MILLS-PENINSULA MEDICAL CENTER #410852,Emergency Department
Out of State,339,332,379,371,MILLS-PENINSULA MEDICAL CENTER #410852,Emergency Department
Does Not Reside in US,101,95,125,111,MILLS-PENINSULA MEDICAL CENTER #410852,Emergency Department
Unknown,340,318,234,268,MILLS-PENINSULA MEDICAL CENTER #410852,Emergency Department
Blank/Invalid,2,1,1,6,MILLS-PENINSULA MEDICAL CENTER #410852,Emergency Department
California Resident,2319,2486,2469,2463,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS #190524,Emergency Department
Out of State,23,20,22,20,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS #190524,Emergency Department
Does Not Reside in US,0,2,0,0,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS #190524,Emergency Department
Unknown,154,149,220,164,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS #190524,Emergency Department
California Resident,1306,1500,1406,1290,MODOC MEDICAL CENTER #254005,Emergency Department
Out of State,36,45,64,33,MODOC MEDICAL CENTER #254005,Emergency Department
Blank/Invalid,0,0,1,0,MODOC MEDICAL CENTER #254005,Emergency Department
California Resident,5538,5948,5712,6192,MONTCLAIR HOSPITAL MEDICAL CENTER #361166,Emergency Department
Out of State,37,49,51,43,MONTCLAIR HOSPITAL MEDICAL CENTER #361166,Emergency Department
Does Not Reside in US,19,15,2,1,MONTCLAIR HOSPITAL MEDICAL CENTER #361166,Emergency Department
Unknown,97,99,124,58,MONTCLAIR HOSPITAL MEDICAL CENTER #361166,Emergency Department
Blank/Invalid,0,1,0,1,MONTCLAIR HOSPITAL MEDICAL CENTER #361166,Emergency Department
California Resident,4746,5280,5105,5480,MONTEREY PARK HOSPITAL #190547,Emergency Department
Out of State,29,30,32,26,MONTEREY PARK HOSPITAL #190547,Emergency Department
Does Not Reside in US,1,1,2,3,MONTEREY PARK HOSPITAL #190547,Emergency Department
Unknown,3,6,1,5,MONTEREY PARK HOSPITAL #190547,Emergency Department
Blank/Invalid,18,15,28,48,MONTEREY PARK HOSPITAL #190547,Emergency Department
California Resident,1918,2122,2279,2247,MOUNTAINS COMMUNITY HOSPITAL #361266,Emergency Department
Out of State,70,101,151,109,MOUNTAINS COMMUNITY HOSPITAL #361266,Emergency Department
Does Not Reside in US,5,1,3,2,MOUNTAINS COMMUNITY HOSPITAL #361266,Emergency Department
Unknown,0,0,1,1,MOUNTAINS COMMUNITY HOSPITAL #361266,Emergency Department
Blank/Invalid,2,4,13,1,MOUNTAINS COMMUNITY HOSPITAL #361266,Emergency Department
California Resident,13107,13954,13577,13942,NATIVIDAD MEDICAL CENTER #274043,Emergency Department
Out of State,44,55,60,47,NATIVIDAD MEDICAL CENTER #274043,Emergency Department
Does Not Reside in US,2,9,6,5,NATIVIDAD MEDICAL CENTER #274043,Emergency Department
Unknown,30,26,19,30,NATIVIDAD MEDICAL CENTER #274043,Emergency Department
California Resident,14922,15583,14642,14635,NORTHBAY MEDICAL CENTER #481357,Emergency Department
Out of State,111,142,162,131,NORTHBAY MEDICAL CENTER #481357,Emergency Department
Does Not Reside in US,8,9,8,11,NORTHBAY MEDICAL CENTER #481357,Emergency Department
Unknown,536,409,315,435,NORTHBAY MEDICAL CENTER #481357,Emergency Department
Blank/Invalid,8,4,3,1,NORTHBAY MEDICAL CENTER #481357,Emergency Department
California Resident,1945,2172,2260,2005,NORTHERN INYO HOSPITAL #141273,Emergency Department
Out of State,146,188,192,181,NORTHERN INYO HOSPITAL #141273,Emergency Department
Does Not Reside in US,3,9,18,11,NORTHERN INYO HOSPITAL #141273,Emergency Department
Unknown,0,1,0,0,NORTHERN INYO HOSPITAL #141273,Emergency Department
California Resident,11140,12572,12857,11659,NORTHRIDGE HOSPITAL MEDICAL CENTER #190568,Emergency Department
