PREFERRED LANGUAGE SPOKEN,PREFERRED LANGUAGE SPOKEN_1,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
ENG,English,282,306,329,320,"MARTIN LUTHER KING, JR. AMBULATORY SURGERY CENTER #198064",Ambulatory Surgery
PES,Farsi,0,1,1,0,"MARTIN LUTHER KING, JR. AMBULATORY SURGERY CENTER #198064",Ambulatory Surgery
GUJ,Gujarati,0,1,0,0,"MARTIN LUTHER KING, JR. AMBULATORY SURGERY CENTER #198064",Ambulatory Surgery
HIN,Hindi,2,0,0,0,"MARTIN LUTHER KING, JR. AMBULATORY SURGERY CENTER #198064",Ambulatory Surgery
ITA,Italian,0,2,0,0,"MARTIN LUTHER KING, JR. AMBULATORY SURGERY CENTER #198064",Ambulatory Surgery
KOR,Korean,3,2,2,0,"MARTIN LUTHER KING, JR. AMBULATORY SURGERY CENTER #198064",Ambulatory Surgery
CMN,Mandarin,2,5,2,2,"MARTIN LUTHER KING, JR. AMBULATORY SURGERY CENTER #198064",Ambulatory Surgery
MKH,Mon-Khmer,3,0,0,1,"MARTIN LUTHER KING, JR. AMBULATORY SURGERY CENTER #198064",Ambulatory Surgery
POR,Portuguese,1,1,0,2,"MARTIN LUTHER KING, JR. AMBULATORY SURGERY CENTER #198064",Ambulatory Surgery
RUS,Russian,0,1,2,1,"MARTIN LUTHER KING, JR. AMBULATORY SURGERY CENTER #198064",Ambulatory Surgery
SGN,Sign Language,1,0,0,0,"MARTIN LUTHER KING, JR. AMBULATORY SURGERY CENTER #198064",Ambulatory Surgery
SPA,Spanish,513,491,473,550,"MARTIN LUTHER KING, JR. AMBULATORY SURGERY CENTER #198064",Ambulatory Surgery
TGL,Tagalog,0,4,1,5,"MARTIN LUTHER KING, JR. AMBULATORY SURGERY CENTER #198064",Ambulatory Surgery
THA,Thai,1,0,0,1,"MARTIN LUTHER KING, JR. AMBULATORY SURGERY CENTER #198064",Ambulatory Surgery
URD,Urdu,0,0,0,1,"MARTIN LUTHER KING, JR. AMBULATORY SURGERY CENTER #198064",Ambulatory Surgery
VIE,Vietnamese,1,0,1,1,"MARTIN LUTHER KING, JR. AMBULATORY SURGERY CENTER #198064",Ambulatory Surgery
999,Unknown,1,1,2,2,"MARTIN LUTHER KING, JR. AMBULATORY SURGERY CENTER #198064",Ambulatory Surgery
ENG,English,10,53,28,44,MAYERS MEMORIAL HOSPITAL #450936,Ambulatory Surgery
SPA,Spanish,0,0,1,0,MAYERS MEMORIAL HOSPITAL #450936,Ambulatory Surgery
ENG,English,133,130,127,106,MEMORIAL HOSPITAL LOS BANOS #240924,Ambulatory Surgery
KOR,Korean,0,0,0,1,MEMORIAL HOSPITAL LOS BANOS #240924,Ambulatory Surgery
POR,Portuguese,0,2,0,0,MEMORIAL HOSPITAL LOS BANOS #240924,Ambulatory Surgery
SPA,Spanish,71,86,67,82,MEMORIAL HOSPITAL LOS BANOS #240924,Ambulatory Surgery
999,Unknown,0,0,1,0,MEMORIAL HOSPITAL LOS BANOS #240924,Ambulatory Surgery
ENG,English,160,149,173,156,MEMORIAL HOSPITAL OF GARDENA #190521,Ambulatory Surgery
SMO,Samoan,0,1,0,1,MEMORIAL HOSPITAL OF GARDENA #190521,Ambulatory Surgery
SPA,Spanish,127,110,82,97,MEMORIAL HOSPITAL OF GARDENA #190521,Ambulatory Surgery
999,Unknown,0,1,0,0,MEMORIAL HOSPITAL OF GARDENA #190521,Ambulatory Surgery
ARA,Arabic,5,7,4,6,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
ARM,Armenian,0,1,0,0,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,1,1,1,0,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
CHI,Chinese,0,0,0,1,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
ENG,English,3989,4350,4532,4710,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
PES,Farsi,3,4,4,6,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
HIN,Hindi,5,0,5,3,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
ILO,Ilocano; Iloko,2,0,0,0,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
JPN,Japanese,0,1,1,0,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
KOR,Korean,0,2,1,0,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
LAO,Lao,2,2,1,1,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
CMN,Mandarin,0,3,3,0,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
MKH,Mon-Khmer,4,3,6,6,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
NEP,Nepali,0,0,1,0,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
PAN,Panjabi; Punjabi,5,8,17,13,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
PUS,Pashto,1,0,0,0,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
PER,Persian,3,4,2,1,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
POR,Portuguese,13,13,17,9,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
RUM,Romanian,0,0,0,1,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
RUS,Russian,0,1,0,0,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
SGN,Sign Language,0,2,2,2,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
SPA,Spanish,176,209,197,217,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
TGL,Tagalog,1,2,3,3,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
UKR,Ukrainian,0,0,0,1,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
VIE,Vietnamese,1,3,5,0,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
999,Unknown,15,24,31,21,MEMORIAL MEDICAL CENTER - MODESTO #500939,Ambulatory Surgery
ARA,Arabic,5,3,2,5,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Ambulatory Surgery
ARM,Armenian,0,1,1,0,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Ambulatory Surgery
CHI,Chinese,1,1,1,1,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Ambulatory Surgery
ENG,English,1327,1298,1358,1345,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Ambulatory Surgery
HIN,Hindi,0,0,0,1,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Ambulatory Surgery
IND,Indonesian,1,0,0,0,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Ambulatory Surgery
JPN,Japanese,0,0,0,1,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Ambulatory Surgery
KOR,Korean,0,0,0,2,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Ambulatory Surgery
CMN,Mandarin,0,2,0,0,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Ambulatory Surgery
MKH,Mon-Khmer,18,17,15,11,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Ambulatory Surgery
PER,Persian,0,1,0,0,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Ambulatory Surgery
POL,Polish,0,0,0,1,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Ambulatory Surgery
RUS,Russian,0,1,1,1,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Ambulatory Surgery
SRP,Serbian,1,0,0,0,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Ambulatory Surgery
SGN,Sign Language,2,0,1,2,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Ambulatory Surgery
SPA,Spanish,263,266,333,300,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Ambulatory Surgery
TGL,Tagalog,5,4,7,4,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Ambulatory Surgery
THA,Thai,0,2,0,0,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Ambulatory Surgery
TUR,Turkish,0,0,1,0,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Ambulatory Surgery
URD,Urdu,0,0,1,2,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Ambulatory Surgery
VIE,Vietnamese,2,7,5,6,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Ambulatory Surgery
999,Unknown,2,5,5,6,MEMORIALCARE LONG BEACH MEDICAL CENTER #190525,Ambulatory Surgery
ARA,Arabic,1,1,2,0,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH #196168,Ambulatory Surgery
ARM,Armenian,0,1,0,1,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH #196168,Ambulatory Surgery
CHI,Chinese,1,0,0,0,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH #196168,Ambulatory Surgery
ENG,English,663,623,788,729,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH #196168,Ambulatory Surgery
KOR,Korean,0,0,1,0,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH #196168,Ambulatory Surgery
CMN,Mandarin,0,2,0,1,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH #196168,Ambulatory Surgery
MKH,Mon-Khmer,1,3,2,1,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH #196168,Ambulatory Surgery
POR,Portuguese,0,0,1,0,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH #196168,Ambulatory Surgery
RUS,Russian,1,1,0,1,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH #196168,Ambulatory Surgery
SGN,Sign Language,0,0,0,1,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH #196168,Ambulatory Surgery
SPA,Spanish,125,105,144,120,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH #196168,Ambulatory Surgery
VIE,Vietnamese,0,0,1,0,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH #196168,Ambulatory Surgery
ARA,Arabic,0,3,2,0,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
ARM,Armenian,0,1,1,0,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,2,2,1,4,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
CHI,Chinese,2,2,3,2,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
HRV,Croatian,0,0,1,1,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
ENG,English,1505,1473,1590,1609,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
GUJ,Gujarati,0,1,0,0,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
IND,Indonesian,0,1,1,1,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
JPN,Japanese,3,3,6,5,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
KOR,Korean,12,14,14,14,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
LAO,Lao,0,0,1,0,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
CMN,Mandarin,9,10,7,15,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
MKH,Mon-Khmer,0,1,0,0,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
PER,Persian,2,1,2,3,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
POL,Polish,0,0,0,1,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
POR,Portuguese,0,1,0,0,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
RUS,Russian,0,0,1,1,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
SGN,Sign Language,0,0,0,2,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
SPA,Spanish,102,88,89,100,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
TGL,Tagalog,4,2,2,1,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
URD,Urdu,0,0,1,1,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
VIE,Vietnamese,130,150,151,123,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
999,Unknown,5,5,5,3,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
ARA,Arabic,1,0,0,0,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,0,0,1,0,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
CHI,Chinese,3,4,6,3,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
HRV,Croatian,1,0,0,0,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
ENG,English,1167,1062,1117,1120,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
CPF,French Creole,0,2,1,0,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
HIN,Hindi,0,0,0,1,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
ITA,Italian,1,0,1,1,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
JPN,Japanese,0,0,1,1,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
KOR,Korean,4,2,3,2,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
CMN,Mandarin,0,5,3,5,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
PAN,Panjabi; Punjabi,0,0,1,0,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
PER,Persian,13,13,12,9,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
POL,Polish,1,1,0,0,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
RUS,Russian,0,1,3,0,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
SGN,Sign Language,1,0,1,0,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
SPA,Spanish,29,25,29,31,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
TGL,Tagalog,1,1,0,1,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
VIE,Vietnamese,6,3,3,3,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
999,Unknown,5,4,5,4,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
CHI,Chinese,1,0,0,0,MENIFEE GLOBAL MEDICAL CENTER #334018,Ambulatory Surgery
ENG,English,4,39,35,62,MENIFEE GLOBAL MEDICAL CENTER #334018,Ambulatory Surgery
SPA,Spanish,0,5,1,1,MENIFEE GLOBAL MEDICAL CENTER #334018,Ambulatory Surgery
AMH,Amharic,0,2,0,0,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
ARA,Arabic,5,5,4,6,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
ARM,Armenian,0,3,3,4,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
BAQ,Basque,1,0,0,0,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
BEN,Bengali,0,1,0,0,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
BUL,Bulgarian,1,1,0,0,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
BUR,Burmese,0,0,1,0,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,12,10,5,9,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
CHI,Chinese,4,1,6,6,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
ENG,English,2370,2365,2366,2251,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
PES,Farsi,11,7,5,5,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
FRE,French,0,0,0,1,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
GRE,Greek,0,1,0,2,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
GUJ,Gujarati,1,2,0,0,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
HIN,Hindi,4,9,11,8,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
HMN,Hmong,14,11,15,12,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
HUN,Hungarian,1,0,0,0,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
IND,Indonesian,0,2,0,0,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
ITA,Italian,1,0,0,0,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
JPN,Japanese,1,1,0,0,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
KOR,Korean,6,4,0,0,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
LAO,Lao,1,5,3,1,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
CMN,Mandarin,4,4,4,3,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
IUM,Mien; lu Mien,5,5,3,3,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
MKH,Mon-Khmer,3,1,3,1,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
PAN,Panjabi; Punjabi,18,18,21,24,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
PUS,Pashto,4,4,3,6,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
PER,Persian,10,7,6,12,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
POL,Polish,1,0,0,0,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
POR,Portuguese,1,0,1,0,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
RUM,Romanian,3,1,4,1,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
RUS,Russian,25,31,27,40,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
SMO,Samoan,1,0,0,0,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
SGN,Sign Language,1,1,2,0,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
SIN,Sinhalese,0,0,1,0,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
SPA,Spanish,122,123,137,140,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
TGL,Tagalog,6,10,5,6,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
TEL,Telugu,0,0,1,0,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
THA,Thai,0,0,0,1,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
TON,Tonga,1,0,0,0,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
UKR,Ukrainian,4,15,9,5,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
URD,Urdu,3,5,3,3,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
VIE,Vietnamese,21,15,26,21,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
999,Unknown,13,18,20,8,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
ARA,Arabic,3,2,3,0,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
BUR,Burmese,0,0,0,1,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
CHI,Chinese,0,0,1,0,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
ENG,English,1264,1506,1325,1414,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
GUJ,Gujarati,0,0,0,1,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
HIN,Hindi,0,1,1,0,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
ILO,Ilocano; Iloko,0,0,1,0,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
JPN,Japanese,0,1,0,1,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
KOR,Korean,1,0,0,0,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
LAO,Lao,1,0,0,0,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
CMN,Mandarin,1,0,0,0,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
PAN,Panjabi; Punjabi,8,9,14,16,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
PUS,Pashto,0,0,0,1,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
SGN,Sign Language,1,1,1,0,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
SPA,Spanish,250,290,238,258,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
TGL,Tagalog,0,0,2,2,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
VIE,Vietnamese,1,1,0,0,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
999,Unknown,4,3,1,3,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
ARM,Armenian,0,0,1,1,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
BUR,Burmese,0,0,0,1,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,1,0,0,4,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
CHI,Chinese,0,2,0,0,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
ENG,English,387,348,325,408,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
PES,Farsi,0,0,1,1,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
HIN,Hindi,2,0,1,0,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
HMN,Hmong,0,0,1,0,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
JPN,Japanese,0,1,0,0,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
KOR,Korean,0,0,1,0,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
PAN,Panjabi; Punjabi,1,2,1,0,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
PUS,Pashto,0,1,0,0,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
PER,Persian,1,0,0,3,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
RUM,Romanian,0,0,0,1,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
RUS,Russian,4,5,3,0,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
SGN,Sign Language,1,0,0,0,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
SPA,Spanish,7,3,8,21,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
TGL,Tagalog,0,0,0,1,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
UKR,Ukrainian,4,0,1,1,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
URD,Urdu,0,0,0,1,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
VIE,Vietnamese,0,1,2,2,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
999,Unknown,0,1,0,2,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
ARA,Arabic,1,0,1,1,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,0,0,0,1,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
CHI,Chinese,1,0,2,0,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
ENG,English,919,895,986,1035,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
HIN,Hindi,0,1,0,0,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
HMN,Hmong,6,2,6,1,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
KOR,Korean,0,0,1,0,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
LAO,Lao,0,0,0,1,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
CMN,Mandarin,0,0,0,1,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
IUM,Mien; lu Mien,1,0,1,0,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
MKH,Mon-Khmer,0,1,0,0,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
PAN,Panjabi; Punjabi,6,8,8,8,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
POR,Portuguese,3,5,2,1,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
RUS,Russian,0,0,1,1,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
SGN,Sign Language,3,0,1,1,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
SPA,Spanish,209,182,209,196,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
TGL,Tagalog,0,1,0,0,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
VIE,Vietnamese,1,0,0,1,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
999,Unknown,4,6,4,4,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
CHI,Chinese,1,1,0,0,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
ENG,English,1889,2012,2052,2058,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
GUJ,Gujarati,1,0,0,0,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
HMN,Hmong,0,1,1,3,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
JPN,Japanese,1,1,0,1,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
KOR,Korean,0,0,1,0,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
LAO,Lao,2,1,1,4,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
IUM,Mien; lu Mien,2,1,2,0,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
PAN,Panjabi; Punjabi,2,1,0,0,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
PUS,Pashto,0,1,0,0,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
PER,Persian,0,0,0,1,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
RUS,Russian,1,0,0,0,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
