PREFERRED LANGUAGE SPOKEN,PREFERRED LANGUAGE SPOKEN_1,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
ARA,Arabic,1,2,2,1,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
YUE,Cantonese; Yue Chinese,1,2,2,1,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
CAT,Catalan,0,0,1,0,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
CHI,Chinese,0,1,0,0,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
ENG,English,3415,3669,3470,3677,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
PES,Farsi,3,0,1,6,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
FIJ,Fijian,0,0,0,1,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
FRE,French,2,1,1,7,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
CPF,French Creole,13,18,7,14,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
GER,German,0,2,0,1,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
HIN,Hindi,1,2,2,1,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
ITA,Italian,0,3,1,1,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
JPN,Japanese,0,3,0,0,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
KOR,Korean,1,1,2,2,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
LAO,Lao,1,2,0,0,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
CMN,Mandarin,7,3,3,2,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
MKH,Mon-Khmer,0,1,0,0,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
NEP,Nepali,0,2,1,0,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
PAN,Panjabi; Punjabi,5,4,3,5,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
PER,Persian,0,0,0,1,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
POR,Portuguese,14,13,17,4,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
RUS,Russian,0,2,2,0,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
SRP,Serbian,0,0,0,1,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
SGN,Sign Language,3,2,2,5,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
SPA,Spanish,667,825,689,759,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
TGL,Tagalog,5,1,3,1,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
THA,Thai,0,0,0,1,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
TUR,Turkish,1,0,2,0,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
UND,Undetermined,1,0,0,0,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
URD,Urdu,0,2,2,1,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
VIE,Vietnamese,7,5,1,4,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
999,Unknown,13,11,19,2,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
AMH,Amharic,1,2,0,1,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
ARA,Arabic,0,2,2,0,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
ARM,Armenian,7,5,0,0,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
BEN,Bengali,0,0,1,0,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
BUL,Bulgarian,0,0,0,1,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
YUE,Cantonese; Yue Chinese,1,0,2,2,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
CHI,Chinese,11,14,12,10,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
DAN,Danish,0,0,0,1,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
ENG,English,5720,5835,6199,5096,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
PES,Farsi,1,1,2,0,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
FRE,French,3,4,7,1,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
GER,German,0,1,0,1,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
GRE,Greek,0,1,0,0,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
HEB,Hebrew,0,0,1,0,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
HIN,Hindi,2,1,5,2,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
HUN,Hungarian,0,1,0,0,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
JPN,Japanese,11,7,9,6,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
KOR,Korean,263,315,280,227,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
CMN,Mandarin,3,2,3,3,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
MKH,Mon-Khmer,1,1,2,0,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
,Not Provided/Blank,3,10,3,0,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
PER,Persian,2,3,1,3,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
POR,Portuguese,0,2,2,0,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
RUM,Romanian,0,0,1,1,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
RUS,Russian,14,19,23,16,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
SGN,Sign Language,1,3,4,1,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
SPA,Spanish,3044,3218,3220,2738,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
TGL,Tagalog,16,12,17,12,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
THA,Thai,1,1,0,1,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
UKR,Ukrainian,4,1,4,0,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
VIE,Vietnamese,0,1,0,1,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
999,Unknown,17,12,16,17,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
ARA,Arabic,18,19,18,7,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
ARM,Armenian,0,1,0,1,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
YUE,Cantonese; Yue Chinese,0,0,1,1,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
CHI,Chinese,3,5,3,4,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
ENG,English,8990,9230,9396,8295,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
PES,Farsi,0,1,1,1,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
FRE,French,1,0,0,0,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
GRE,Greek,1,2,2,0,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
GUJ,Gujarati,0,0,0,1,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
HIN,Hindi,2,4,4,3,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
ITA,Italian,0,0,1,0,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
JPN,Japanese,0,0,4,0,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
KOR,Korean,6,11,17,7,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
LAO,Lao,0,0,0,1,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
CMN,Mandarin,1,1,1,0,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
MKH,Mon-Khmer,1,1,0,2,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
,Not Provided/Blank,0,0,3,0,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
PAN,Panjabi; Punjabi,2,0,2,0,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
POR,Portuguese,0,0,3,2,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
RUS,Russian,0,0,1,2,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
SGN,Sign Language,0,1,2,5,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
SPA,Spanish,3687,3950,4158,3818,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
TGL,Tagalog,4,3,2,4,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
THA,Thai,0,1,2,1,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
UKR,Ukrainian,1,0,0,0,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
URD,Urdu,0,1,0,0,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
VIE,Vietnamese,2,2,1,4,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
999,Unknown,6,5,5,9,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
AMH,Amharic,0,2,0,1,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
ARA,Arabic,0,3,4,7,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
ARM,Armenian,6,8,8,5,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
YUE,Cantonese; Yue Chinese,2,1,2,1,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
CHI,Chinese,20,14,22,23,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
ENG,English,12961,13187,13395,11659,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
PES,Farsi,0,0,0,1,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
FRE,French,0,0,0,3,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
GER,German,0,2,1,0,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
HIN,Hindi,0,2,1,0,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
ITA,Italian,1,2,0,1,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
JPN,Japanese,2,1,2,1,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
KOR,Korean,3,15,15,5,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
CMN,Mandarin,7,7,10,12,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
,Not Provided/Blank,0,0,2,0,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
PAN,Panjabi; Punjabi,1,0,1,0,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
PER,Persian,0,1,0,0,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
POR,Portuguese,0,2,0,1,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
RUS,Russian,2,0,1,1,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
SGN,Sign Language,9,9,8,11,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
SPA,Spanish,2336,2398,2597,2263,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
TGL,Tagalog,8,5,1,2,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
URD,Urdu,0,0,0,1,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
VIE,Vietnamese,0,1,1,1,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
999,Unknown,5,6,3,10,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
AFR,Afrikaans,0,0,1,0,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
AMH,Amharic,0,0,3,4,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
ARA,Arabic,0,0,1,1,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
CHI,Chinese,0,3,0,0,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
DUT,Dutch,0,0,0,1,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
ENG,English,7638,7396,7105,8143,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
EST,Estonian,0,1,0,0,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
FRE,French,0,0,0,3,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
KOR,Korean,1,0,0,0,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
CMN,Mandarin,0,3,0,1,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
ZXX,No Linguistic Content,0,0,1,0,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
POR,Portuguese,1,0,0,0,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
RUS,Russian,0,0,1,0,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
SMO,Samoan,0,1,2,1,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
SPA,Spanish,3231,3155,3093,3274,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
TIR,Tigrinya,0,0,1,0,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
UND,Undetermined,0,2,0,0,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
VIE,Vietnamese,0,1,2,1,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
999,Unknown,4,5,3,9,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
ENG,English,1023,1164,1204,999,PLUMAS DISTRICT HOSPITAL #320986,Emergency Department
SPA,Spanish,4,5,7,1,PLUMAS DISTRICT HOSPITAL #320986,Emergency Department
999,Unknown,0,0,3,0,PLUMAS DISTRICT HOSPITAL #320986,Emergency Department
ALB,Albanian,1,1,1,0,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
ARA,Arabic,17,13,22,22,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
CHI,Chinese,146,193,154,149,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
HRV,Croatian,2,1,1,0,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
ENG,English,16364,16753,16754,16762,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
FIN,Finnish,3,3,2,2,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
FRE,French,3,1,0,1,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
GER,German,1,0,2,2,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
GRE,Greek,0,0,1,1,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
HIN,Hindi,6,7,2,1,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
ITA,Italian,0,0,0,1,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
JPN,Japanese,1,0,0,3,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
KOR,Korean,15,13,21,15,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
PER,Persian,0,1,1,0,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
POR,Portuguese,2,0,0,2,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
RUS,Russian,4,2,3,3,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
SRP,Serbian,5,6,3,8,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
SGN,Sign Language,12,4,10,9,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
SPA,Spanish,3181,3336,3261,3176,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
TGL,Tagalog,3,6,3,3,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
THA,Thai,5,0,2,3,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
VIE,Vietnamese,33,41,41,35,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
999,Unknown,93,90,21,101,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
AMH,Amharic,8,6,5,6,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
ARA,Arabic,30,41,52,46,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
ARM,Armenian,3,1,2,1,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
BEN,Bengali,1,1,1,5,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
BOS,Bosnian,0,2,0,0,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
BUR,Burmese,4,5,5,5,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
YUE,Cantonese; Yue Chinese,322,363,290,357,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
CHI,Chinese,38,55,47,50,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
CZE,Czech,1,0,0,0,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
DAN,Danish,0,0,0,1,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
ENG,English,7005,6960,7276,7232,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
EST,Estonian,0,0,1,0,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
FIJ,Fijian,1,0,0,0,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
FRE,French,3,5,8,6,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
GER,German,0,1,2,2,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
GRE,Greek,0,0,0,1,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
GUJ,Gujarati,1,0,3,0,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
HIN,Hindi,11,7,16,6,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
IBO,Igbo,0,0,1,1,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
ILO,Ilocano; Iloko,1,1,1,0,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
IND,Indonesian,0,0,3,0,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
GLE,Irish,0,0,0,1,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
ITA,Italian,1,1,1,2,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
JPN,Japanese,1,5,2,3,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
KOR,Korean,7,8,11,8,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
LAO,Lao,2,0,2,2,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
MAL,Malayalam,0,1,0,1,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
CMN,Mandarin,69,70,59,73,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
IUM,Mien; lu Mien,0,0,0,2,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
MON,Mongolian,13,10,9,10,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
NEP,Nepali,16,27,35,43,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
PAN,Panjabi; Punjabi,4,4,7,10,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
PUS,Pashto,1,0,0,0,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
PER,Persian,2,1,2,0,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
POR,Portuguese,18,16,19,11,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
RUM,Romanian,1,2,0,0,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
RUS,Russian,64,62,42,46,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
SMO,Samoan,2,7,2,9,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
SGN,Sign Language,2,5,1,4,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
SPA,Spanish,3567,3749,3643,3849,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
SWA,Swahili,1,1,0,2,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
TGL,Tagalog,51,65,43,64,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
THA,Thai,7,6,7,8,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
TIR,Tigrinya,1,7,1,3,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
TON,Tonga,0,0,0,1,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
TUR,Turkish,26,28,18,24,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
UKR,Ukrainian,3,1,3,4,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
URD,Urdu,11,3,5,5,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
VIE,Vietnamese,53,57,50,43,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
999,Unknown,90,77,26,67,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
ALB,Albanian,0,0,0,1,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
AMH,Amharic,0,0,0,1,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
ARA,Arabic,19,21,28,24,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
ARM,Armenian,110,124,141,177,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
BEN,Bengali,2,1,1,2,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
BUL,Bulgarian,1,0,1,2,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
YUE,Cantonese; Yue Chinese,1,3,0,0,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
CAT,Catalan,1,0,0,0,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
CHI,Chinese,0,2,1,3,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
CZE,Czech,3,1,2,0,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
EGY,Egyptian Ancient,0,0,1,0,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
ENG,English,9454,9731,9791,10899,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
PES,Farsi,304,302,299,360,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
FIL,Filipino,0,1,0,0,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
FRE,French,1,0,4,0,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
GRE,Greek,1,1,0,1,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
HEB,Hebrew,62,43,70,56,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
HIN,Hindi,3,4,2,4,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
HUN,Hungarian,1,0,1,0,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
IND,Indonesian,0,1,0,0,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
ITA,Italian,7,7,2,5,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
